"","City","Date","AQI"
"226","Delhi",2019 W17,246.571428571429
"227","Delhi",2019 W18,241.142857142857
"228","Delhi",2019 W19,329.571428571429
"229","Delhi",2019 W20,225.714285714286
"230","Delhi",2019 W21,175.428571428571
"231","Delhi",2019 W22,220.428571428571
"232","Delhi",2019 W23,208
"233","Delhi",2019 W24,229
"234","Delhi",2019 W25,158.428571428571
"235","Delhi",2019 W26,177.571428571429
"236","Delhi",2019 W27,140.428571428571
"237","Delhi",2019 W28,222.714285714286
"238","Delhi",2019 W29,127
"239","Delhi",2019 W30,115
"240","Delhi",2019 W31,94.2857142857143
"241","Delhi",2019 W32,93.8571428571429
"242","Delhi",2019 W33,79.5714285714286
"243","Delhi",2019 W34,117.142857142857
"244","Delhi",2019 W35,109.857142857143
"245","Delhi",2019 W36,115.571428571429
"246","Delhi",2019 W37,120.142857142857
"247","Delhi",2019 W38,106.428571428571
"248","Delhi",2019 W39,86.1428571428571
"249","Delhi",2019 W40,109.428571428571
"250","Delhi",2019 W41,198.428571428571
"251","Delhi",2019 W42,267.571428571429
"252","Delhi",2019 W43,297.142857142857
"253","Delhi",2019 W44,495.857142857143
"254","Delhi",2019 W45,354.857142857143
"255","Delhi",2019 W46,460.857142857143
"256","Delhi",2019 W47,308.714285714286
"257","Delhi",2019 W48,192.285714285714
"258","Delhi",2019 W49,358.857142857143
"259","Delhi",2019 W50,336.428571428571
"260","Delhi",2019 W51,321.571428571429
"261","Delhi",2019 W52,381.857142857143
"262","Delhi",2020 W01,435.142857142857
"263","Delhi",2020 W02,292.571428571429
"264","Delhi",2020 W03,294.428571428571
"265","Delhi",2020 W04,292.428571428571
"266","Delhi",2020 W05,254.428571428571
"267","Delhi",2020 W06,312.285714285714
"268","Delhi",2020 W07,273
"269","Delhi",2020 W08,237.571428571429
"270","Delhi",2020 W09,207
"271","Delhi",2020 W10,149.285714285714
"272","Delhi",2020 W11,143.142857142857
"273","Delhi",2020 W12,182.428571428571
"274","Delhi",2020 W13,89.5714285714286
"275","Delhi",2020 W14,84.2857142857143
"276","Delhi",2020 W15,107.571428571429
"277","Delhi",2020 W16,128.142857142857
"278","Delhi",2020 W17,121.571428571429
"279","Delhi",2020 W18,118.714285714286
"280","Delhi",2020 W19,127.857142857143
"281","Delhi",2020 W20,146.142857142857
"282","Delhi",2020 W21,197.142857142857
"283","Delhi",2020 W22,133.285714285714
"284","Delhi",2020 W23,117.428571428571
"285","Delhi",2020 W24,139.571428571429
"286","Delhi",2020 W25,124
"287","Delhi",2020 W26,108.285714285714
"288","Delhi",2020 W27,149.333333333333
